product_name,product_price,product_url
"Attack 一匙靈 制菌超濃縮洗衣精 補充包, 1.9kg, 3包",$177,https://www.tw.coupang.com/products/Attack-%E4%B8%80%E5%8C%99%E9%9D%88-%E5%88%B6%E8%8F%8C%E8%B6%85%E6%BF%83%E7%B8%AE%E6%B4%97%E8%A1%A3%E7%B2%BE-%E8%A3%9C%E5%85%85%E5%8C%85-259163917615108?itemId=260986082656266&vendorItemId=260984186814467&sourceType=search&rank=&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"Attack 一匙靈 抗菌EX強力消臭洗衣精補充包, 1.5kg, 3包",$168,https://www.tw.coupang.com/products/Attack-%E4%B8%80%E5%8C%99%E9%9D%88-%E6%8A%97%E8%8F%8CEX%E5%BC%B7%E5%8A%9B%E6%B6%88%E8%87%AD%E6%B4%97%E8%A1%A3%E7%B2%BE%E8%A3%9C%E5%85%85%E5%8C%85-259162038550540?itemId=263100112519188&vendorItemId=280112633200657&sourceType=search&rank=1&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"妙管家 濃縮洗衣精 抗菌, 4000g, 4瓶",$399,https://www.tw.coupang.com/products/%E5%A6%99%E7%AE%A1%E5%AE%B6-%E6%BF%83%E7%B8%AE%E6%B4%97%E8%A1%A3%E7%B2%BE-%E6%8A%97%E8%8F%8C-301212377235459?itemId=301213606199298&vendorItemId=301214575067136&sourceType=search&rank=2&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"ARIEL 超濃縮抗菌洗衣精 室內晾衣型, 800g, 2瓶",$218,https://www.tw.coupang.com/products/ARIEL-%E8%B6%85%E6%BF%83%E7%B8%AE%E6%8A%97%E8%8F%8C%E6%B4%97%E8%A1%A3%E7%B2%BE-%E5%AE%A4%E5%85%A7%E6%99%BE%E8%A1%A3%E5%9E%8B-299041166409733?itemId=301504854441990&vendorItemId=301506087600129&sourceType=search&rank=3&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"白蘭 含熊寶貝馨香精華超濃縮洗衣精 補充包 質感小蒼蘭, 1.6kg, 2包",$158,https://www.tw.coupang.com/products/%E7%99%BD%E8%98%AD-%E5%90%AB%E7%86%8A%E5%AF%B6%E8%B2%9D%E9%A6%A8%E9%A6%99%E7%B2%BE%E8%8F%AF%E8%B6%85%E6%BF%83%E7%B8%AE%E6%B4%97%E8%A1%A3%E7%B2%BE-%E8%A3%9C%E5%85%85%E5%8C%85-%E8%B3%AA%E6%84%9F%E5%B0%8F%E8%92%BC%E8%98%AD-255855635185667?itemId=263101702176773&vendorItemId=263100796223490&sourceType=search&rank=4&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"Attack 一匙靈 抗菌EX強力消臭洗衣精, 2.4kg, 2瓶",$268,https://www.tw.coupang.com/products/Attack-%E4%B8%80%E5%8C%99%E9%9D%88-%E6%8A%97%E8%8F%8CEX%E5%BC%B7%E5%8A%9B%E6%B6%88%E8%87%AD%E6%B4%97%E8%A1%A3%E7%B2%BE-259163032633344?itemId=263882220191752&vendorItemId=263884145393665&sourceType=search&rank=5&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"Attack 一匙靈 抗菌EX強力消臭洗衣精補充包, 1.5kg, 6包",$336,https://www.tw.coupang.com/products/Attack-%E4%B8%80%E5%8C%99%E9%9D%88-%E6%8A%97%E8%8F%8CEX%E5%BC%B7%E5%8A%9B%E6%B6%88%E8%87%AD%E6%B4%97%E8%A1%A3%E7%B2%BE%E8%A3%9C%E5%85%85%E5%8C%85-259162038550540?itemId=263101077241875&vendorItemId=331963583922176&sourceType=search&rank=6&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"Attack 一匙靈 抗菌EX洗衣精 極淨除垢, 2.4kg, 1瓶",$136,https://www.tw.coupang.com/products/Attack-%E4%B8%80%E5%8C%99%E9%9D%88-%E6%8A%97%E8%8F%8CEX%E6%B4%97%E8%A1%A3%E7%B2%BE-%E6%A5%B5%E6%B7%A8%E9%99%A4%E5%9E%A2-259163028439048?itemId=259163913420809&vendorItemId=259162038550528&sourceType=search&rank=7&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"Attack 一匙靈 抗菌EX防螨洗衣精 補充包, 1.5kg, 3包",$168,https://www.tw.coupang.com/products/Attack-%E4%B8%80%E5%8C%99%E9%9D%88-%E6%8A%97%E8%8F%8CEX%E9%98%B2%E8%9E%A8%E6%B4%97%E8%A1%A3%E7%B2%BE-%E8%A3%9C%E5%85%85%E5%8C%85-256208703307797?itemId=260636210593815&vendorItemId=260636210593804&sourceType=search&rank=8&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
"妙管家 濃縮洗衣精 抗菌, 4000g, 8瓶",$680,https://www.tw.coupang.com/products/%E5%A6%99%E7%AE%A1%E5%AE%B6-%E6%BF%83%E7%B8%AE%E6%B4%97%E8%A1%A3%E7%B2%BE-%E6%8A%97%E8%8F%8C-301212377235459?itemId=351962453213185&vendorItemId=351962453229569&sourceType=search&rank=9&searchId=f53902649ccd42b48ed1a206f0ab7ab9&q=%E6%B4%97%E8%A1%A3%E7%B2%BE
